title,abstract,ai_generated,is_ai_generated
"Mesoscopic fluctuations of the supercurrent in diffusive Josephson
  junctions","This research paper focuses on mesoscopic fluctuations of the supercurrent in diffusive Josephson junctions. The study employs a numerical approach to investigate the effects of thermal and quantum fluctuations on the critical current of the junction. The main findings reveal that the critical current is strongly affected by thermal and quantum fluctuations, leading to a broadening of the current distribution. The study also shows that the distribution of the supercurrent is not necessarily Gaussian, and the width of the distribution increases with increasing temperature and decreasing junction length. These results provide important insights into the behavior of supercurrent in diffusive Josephson junctions and have implications for the design and optimization of such devices for practical applications.",True,1
Black-body components in Gamma-Ray Bursts spectra?,"  We study 7 Gamma Ray Bursts (GRBs), detected both by the BATSE instrument,
on-board the Compton Gamma Ray Observatory, and by the Wide Field Camera (WFC),
on-board BeppoSAX. These bursts have measured spectroscopic redshifts and are a
sizeable fraction of the bursts defining the correlation between the peak
energy E_peak (i.e. the peak of the vFv spectrum) and the total prompt
isotropic energy E_iso (the so called ""Amati"" relation). Recent theoretical
interpretations of this correlation assume that black-body emission dominates
the time resolved spectra of GRBs, even if, in the time integrated spectrum,
its presence may be hidden by the change of its temperature and by the dilution
of a possible non-thermal power law component. We perform a time resolved
spectral analysis, and show that the sum of a power-law and a black-body gives
acceptable fits to the time dependent spectra within the BATSE energy range,
but overpredicts the flux in the WFC X-ray range. Moreover, a fit with a cutoff
power-law plus a black-body is consistent with the WFC data, but the black-body
component contributes a negligible fraction of the total flux. On the contrary,
we find that fitting the spectra with a Band model or a simple cutoff power-law
model yields an X-ray flux and spectral slope which well matches the WFC
spectra.
",False,0
Black-body components in Gamma-Ray Bursts spectra?,This research paper investigates the presence and characteristics of black-body components in Gamma-Ray Bursts (GRBs) spectra. The study focuses on analyzing the thermal emission of the bursts and determining the temperature and radius of the black-body components. The research findings suggest that black-body components are common in GRBs and play a significant role in understanding the physics behind the bursts. The study provides crucial insights into the nature of GRBs and their underlying mechanisms.,True,1
The symmetric heavy-light ansatz,"  The symmetric heavy-light ansatz is a method for finding the ground state of
any dilute unpolarized system of attractive two-component fermions.
Operationally it can be viewed as a generalization of the Kohn-Sham equations
in density functional theory applied to N-body density correlations. While the
original Hamiltonian has an exact Z_2 symmetry, the heavy-light ansatz breaks
this symmetry by skewing the mass ratio of the two components. In the limit
where one component is infinitely heavy, the many-body problem can be solved in
terms of single-particle orbitals. The original Z_2 symmetry is recovered by
enforcing Z_2 symmetry as a constraint on N-body density correlations for the
two components. For the 1D, 2D, and 3D attractive Hubbard models the method is
in very good agreement with exact Lanczos calculations for few-body systems at
arbitrary coupling. For the 3D attractive Hubbard model there is very good
agreement with lattice Monte Carlo results for many-body systems in the limit
of infinite scattering length.
",False,0
The symmetric heavy-light ansatz,"The symmetric heavy-light ansatz is a proposed method for describing the behavior of heavy and light particles in certain physical systems. This ansatz suggests that heavy and light particles can be treated as symmetrical entities, with similar properties and behaviors, rather than distinct entities with vastly different characteristics. This paper explores the theoretical basis for the symmetric heavy-light ansatz and presents a detailed analysis of its applicability in a range of physical systems. Using a combination of theoretical modeling and numerical simulations, the authors demonstrate that the symmetric heavy-light ansatz provides a powerful framework for understanding the behavior of heavy and light particles in a variety of contexts, from condensed matter systems to high-energy physics. The paper concludes by discussing the implications of this approach for future research in the field of particle physics and related areas of study.",True,1
A Symmetric Free Energy Based Multi-Component Lattice Boltzmann Method,"  We present a lattice Boltzmann algorithm based on an underlying free energy
that allows the simulation of the dynamics of a multicomponent system with an
arbitrary number of components. The thermodynamic properties, such as the
chemical potential of each component and the pressure of the overall system,
are incorporated in the model. We derived a symmetrical convection diffusion
equation for each component as well as the Navier Stokes equation and
continuity equation for the overall system. The algorithm was verified through
simulations of binary and ternary systems. The equilibrium concentrations of
components of binary and ternary systems simulated with our algorithm agree
well with theoretical expectations.
",False,0
A Symmetric Free Energy Based Multi-Component Lattice Boltzmann Method,This research paper presents a symmetric free energy based multi-component lattice Boltzmann method (SFB-MCLBM) for simulating complex fluid systems. The proposed method is capable of handling multiple components and their interactions with different thermodynamic properties. The SFB-MCLBM also preserves the symmetric properties of the free energy to ensure accurate thermodynamic consistency. Our simulation results demonstrate that the SFB-MCLBM method is capable of capturing complex flow behaviors and accurately predicting phase behavior. The proposed method provides a promising approach for simulating complex fluid systems in various engineering and scientific fields.,True,1
"Real Time Turbulent Video Perfecting by Image Stabilization and
  Super-Resolution","  Image and video quality in Long Range Observation Systems (LOROS) suffer from
atmospheric turbulence that causes small neighbourhoods in image frames to
chaotically move in different directions and substantially hampers visual
analysis of such image and video sequences. The paper presents a real-time
algorithm for perfecting turbulence degraded videos by means of stabilization
and resolution enhancement. The latter is achieved by exploiting the turbulent
motion. The algorithm involves generation of a reference frame and estimation,
for each incoming video frame, of a local image displacement map with respect
to the reference frame; segmentation of the displacement map into two classes:
stationary and moving objects and resolution enhancement of stationary objects,
while preserving real motion. Experiments with synthetic and real-life
sequences have shown that the enhanced videos, generated in real time, exhibit
substantially better resolution and complete stabilization for stationary
objects while retaining real motion.
",False,0
"Real Time Turbulent Video Perfecting by Image Stabilization and
  Super-Resolution","This research paper aims to present a novel approach for real-time video perfecting by using image stabilization and super-resolution techniques to reduce the effects of turbulent conditions in the captured video. The proposed method utilizes a deep learning-based approach for estimating the motion of the camera and generating high-quality images. The outcomes of this research show significant improvements in the quality of the captured video, especially in turbulent conditions. The proposed method demonstrates a promising solution for enhancing video quality in various applications, including surveillance and aerial imaging.",True,1
Finite Euler products and the Riemann Hypothesis,"  We show that if the Riemann Hypothesis is true, then in a region containing
most of the right-half of the critical strip, the Riemann zeta-function is well
approximated by short truncations of its Euler product. Conversely, if the
approximation by products is good in this region, the zeta-function has at most
finitely many zeros in it. We then construct a parameterized family of
non-analytic functions with this same property. With the possible exception of
a finite number of zeros off the critical line, every function in the family
satisfies a Riemann Hypothesis. Moreover, when the parameter is not too large,
they have about the same number of zeros as the zeta-function, their zeros are
all simple, and they ""repel"". The structure of these functions makes the reason
for the simplicity and repulsion of their zeros apparent and suggests a
mechanism that might be responsible for the corresponding properties of the
zeta-function's zeros. Computer evidence suggests that the zeros of functions
in the family are remarkably close to those of the zeta-function (even for
small values of the parameter), and we show that they indeed converge to them
as the parameter increases. Furthermore, between zeros of the zeta-function,
the moduli of functions in the family tend to twice the modulus of the
zeta-function. Both assertions assume the Riemann Hypothesis. We end by
discussing analogues for other L-functions and show how they give insight into
the study of the distribution of zeros of linear combinations of L-functions.
",False,0
Localized Electron States Near a Metal-Semiconductor Nanocontact,"  The electronic structure of nanowires in contact with metallic electrodes of
experimentally relevant sizes is calculated by incorporating the electrostatic
polarization potential into the atomistic single particle Schr\""odinger
equation. We show that the presence of an electrode produces localized
electron/hole states near the electrode, a phenomenon only exhibited in
nanostructures and overlooked in the past. This phenomenon will have profound
implications on electron transport in such nanosystems. We calculate several
electrode/nanowire geometries, with varying contact depths and nanowire radii.
We demonstrate the change in the band gap of up to 0.5 eV in 3 nm diameter CdSe
nanowires and calculate the magnitude of the applied electric field necessary
to overcome the localization.
",False,0
Localized Electron States Near a Metal-Semiconductor Nanocontact,"This research paper investigates the behavior of localized electron states near a metal-semiconductor nanocontact. Using scanning tunneling microscopy and spectroscopy, we observe the formation of these states and their dependence on the contact size and applied voltage. Our results suggest that these states arise from the quantum confinement of electrons within the nanocontact, and their energy levels can be tuned by adjusting the contact size and voltage. Furthermore, we demonstrate that the presence of these localized states can significantly affect the electronic transport properties of the nanocontact, with implications for the design of nanoscale electronic devices. Overall, our findings provide new insights into the behavior of electron states in metal-semiconductor nanocontacts and their potential applications in nanoelectronics.",True,1
"An Adaptive Strategy for the Classification of G-Protein Coupled
  Receptors","  One of the major problems in computational biology is the inability of
existing classification models to incorporate expanding and new domain
knowledge. This problem of static classification models is addressed in this
paper by the introduction of incremental learning for problems in
bioinformatics. Many machine learning tools have been applied to this problem
using static machine learning structures such as neural networks or support
vector machines that are unable to accommodate new information into their
existing models. We utilize the fuzzy ARTMAP as an alternate machine learning
system that has the ability of incrementally learning new data as it becomes
available. The fuzzy ARTMAP is found to be comparable to many of the widespread
machine learning systems. The use of an evolutionary strategy in the selection
and combination of individual classifiers into an ensemble system, coupled with
the incremental learning ability of the fuzzy ARTMAP is proven to be suitable
as a pattern classifier. The algorithm presented is tested using data from the
G-Coupled Protein Receptors Database and shows good accuracy of 83%. The system
presented is also generally applicable, and can be used in problems in genomics
and proteomics.
",False,0
"An Adaptive Strategy for the Classification of G-Protein Coupled
  Receptors","This research paper proposes an adaptive strategy for the classification of G-protein coupled receptors (GPCRs). GPCRs are a class of membrane proteins that play a crucial role in cellular signaling and are targeted by a large number of drugs. Due to their importance, there has been a significant effort to classify GPCRs into subfamilies based on their sequence and structural similarities. However, the current classification schemes have limitations, as they do not account for the dynamic nature of GPCRs and the fact that they can adopt different conformations. Our proposed adaptive strategy takes into account the conformational diversity of GPCRs and uses machine learning algorithms to classify them into subfamilies based on their functional properties. We demonstrate the effectiveness of our approach by applying it to a dataset of GPCRs and comparing it with existing classification schemes. Our results show that our adaptive strategy outperforms existing methods, providing a more accurate and comprehensive classification of GPCRs. Overall, our study highlights the importance of considering the dynamic nature of GPCRs in the classification process and provides a new approach for studying this important class of proteins.",True,1
Spectral methods for orthogonal rational functions,"  An operator theoretic approach to orthogonal rational functions on the unit
circle with poles in its exterior is presented in this paper. This approach is
based on the identification of a suitable matrix representation of the
multiplication operator associated with the corresponding orthogonality
measure. Two different alternatives are discussed, depending whether we use for
the matrix representation the standard basis of orthogonal rational functions,
or a new one with poles alternatively located in the exterior and the interior
of the unit circle. The corresponding representations are linear fractional
transformations with matrix coefficients acting respectively on Hessenberg and
five-diagonal unitary matrices.
  In consequence, the orthogonality measure can be recovered from the spectral
measure of an infinite unitary matrix depending uniquely on the poles and the
parameters of the recurrence relation for the orthogonal rational functions.
Besides, the zeros of the orthogonal and para-orthogonal rational functions are
identified as the eigenvalues of matrix linear fractional transformations of
finite Hessenberg and five-diagonal matrices.
  As an application of this operator approach, we obtain new relations between
the support of the orthogonality measure and the location of the poles and
parameters of the recurrence relation, generalizing to the rational case known
results for orthogonal polynomials on the unit circle.
  Finally, we extend these results to orthogonal polynomials on the real line
with poles in the lower half plane.
",False,0
Spectral methods for orthogonal rational functions,"This research paper explores the use of spectral methods in the computation of orthogonal rational functions. The main objective of the study is to develop an efficient and accurate numerical algorithm for computing the zeros and weights of these orthogonal functions. The paper presents a detailed analysis of the spectral methods used in the computation, including the use of Chebyshev polynomials and Gauss-Lobatto quadrature. The key findings of the study demonstrate the effectiveness of the proposed algorithm in accurately computing the zeros and weights of orthogonal rational functions. The paper also highlights the potential applications of these functions in various fields such as numerical integration and signal processing. Overall, this study provides a valuable contribution to the field of numerical analysis and offers a promising approach for the computation of orthogonal rational functions.",True,1
Searching for Lee-Wick Gauge Bosons at the LHC,"  In an extension of the Standard Model(SM) based on the ideas of Lee and Wick,
Grinstein, O'Connell and Wise have found an interesting way to remove the usual
quadratically divergent contributions to the Higgs mass induced by radiative
corrections. Phenomenologically, the model predicts the existence of Terascale,
negative-norm copies of the usual SM fields with rather unique properties:
ghost-like propagators and negative decay widths, but with otherwise SM-like
couplings. The model is both unitary and causal on macroscopic scales. In this
paper we examine whether or not such states with these unusual properties can
be uniquely identified as such at the LHC. We find that in the extended strong
and electroweak gauge boson sector of the model, which is the simplest one to
analyze, such an identification can be rather difficult. Observation of heavy
gluon-like resonances in the dijet channel offers the best hope for this
identification.
",False,0
Searching for Lee-Wick Gauge Bosons at the LHC,"This research paper explores the potential existence of Lee-Wick gauge bosons at the Large Hadron Collider (LHC) and their implications for particle physics. The Lee-Wick model predicts the existence of a tower of excited states for each gauge boson, which could explain some of the observed anomalies in current experimental data. We present a detailed analysis of the LHC data, focusing on the search for resonant peaks in the invariant mass distribution of the final state particles. We find no evidence of Lee-Wick gauge bosons in the current data, placing stringent limits on the model parameters. Our results have important implications for the interpretation of experimental data and the development of new physics models beyond the Standard Model.",True,1
"Two-color atom guide and 1D optical lattice using evanescent fields of
  high-order transverse modes","  We propose a two-color scheme of atom guide and 1D optical lattice using
evanescent light fields of different transverse modes. The optical waveguide
carries a red-detuned light and a blue-detuned light, with both modes far from
resonance. The atom guide and 1D optical lattice potentials can be transformed
to each other by using a Mach-Zehnder interferometer to accurately control mode
transformation. This might provide a new approach to realize flexible
transition between the guiding and trapping states of atoms.
",False,0
"Two-color atom guide and 1D optical lattice using evanescent fields of
  high-order transverse modes","This research paper proposes a novel technique for creating a two-color atom guide and a one-dimensional optical lattice using the evanescent fields of high-order transverse modes. The proposed method offers several advantages over existing techniques for atom trapping and manipulation, including increased trapping efficiency, reduced heating, and improved control over the spatial arrangement of the lattice. The paper presents a detailed theoretical analysis of the proposed method, as well as experimental results demonstrating its effectiveness in trapping and manipulating cold atoms. The results of this research have important implications for a wide range of applications in quantum information processing, precision measurement, and fundamental physics research.",True,1
"Landau-Zener transition of a two-level system driven by spin chains near
  their critical points","  The Landau-Zener(LZ) transition of a two-level system coupling to spin chains
near their critical points is studied in this paper. Two kinds of spin chains,
the Ising spin chain and XY spin chain, are considered. We calculate and
analyze the effects of system-chain coupling on the LZ transition. A relation
between the LZ transition and the critical points of the spin chain is
established. These results suggest that LZ transitions may serve as the
witnesses of criticality of the spin chain. This may provide a new way to study
quantum phase transitions as well as LZ transitions.
",False,0
"Landau-Zener transition of a two-level system driven by spin chains near
  their critical points","The Landau-Zener transition is a phenomenon that occurs when a two-level system is driven through its critical point at a finite rate. In this study, the Landau-Zener transition of a two-level system driven by spin chains near their critical points is investigated. The authors show that the spin chains can be used to drive the two-level system through its critical point, resulting in a non-adiabatic transition between the two energy levels. The authors find that the spin chains can induce a large non-adiabatic transition probability, and that the critical exponents of the spin chains play a crucial role in determining the behavior of the two-level system. The authors conclude that spin chains near their critical points can be used as an effective tool for controlling the Landau-Zener transition of a two-level system and that this technique has potential applications in quantum information processing.",True,1
"Optimal Electrostatic Space Tower (Mast, New Space Elevator)","  Author offers and researched the new and revolutionary inflatable
electrostatic AB space towers (mast, new space elevator) up to one hundred
twenty thousands kilometers (or more) in height. The main innovation is filling
the tower by electron gas, which can create pressure up one atmosphere, has
negligible small weight and surprising properties.
  The suggested mast has following advantages in comparison with conventional
space elevator: 1. Electrostatic AB tower may be built from Earth surface
without the employment of any rockets. That decreases the cost of electrostatic
mast by thousands of times. 2. One can have any height and has a big control
load capacity. 3. Electrostatic tower can have the height of a geosynchronous
orbit (36,000 km) WITHOUT the additional top cable as the space elevator (up
120,000 - 160,000 km) and counterweight (equalizer) of hundreds of tons. 4. The
offered mast has less total mass than conventional space elevator. 5. The
offered tower can have the high-speed electrostatic climbers moved by
high-voltage electricity from Earth's surface. 6. The electrostatic mast can
bend in any needed direction when we give the necessary electric voltage in the
required parts of the extended mast. 7. Control mast has stability for any
altitude. Three projects 100 km, 36,000km (GEO), 120,000 km are computed and
presented.
",False,0
"Optimal Electrostatic Space Tower (Mast, New Space Elevator)","The research paper titled ""Optimal Electrostatic Space Tower (Mast, New Space Elevator)"" aims to propose a new type of space elevator that uses electrostatic attraction instead of mechanical tension to lift payloads into space. The primary objective of this study is to analyze the feasibility and optimal design parameters of such a tower and evaluate its performance in comparison to other space elevator concepts. 
The research paper concludes that an electrostatic space tower, or mast, is a viable alternative to traditional space elevators. The authors propose a design that consists of a tower made of a conductive material such as copper, with a height of up to 1000 km. The tower's base would be grounded, and a high voltage would be applied to the top of the tower to create an electrostatic attraction that would lift payloads into orbit. 
The authors also conducted a comparative analysis of the electrostatic space tower with other space elevator concepts, including the traditional cable-based space elevator and the inflatable tower space elevator. Their analysis suggests that the electrostatic space tower has several advantages over these other concepts, including lower mass, better stability, and the ability to lift payloads beyond geostationary orbit.
Overall, the research paper presents a novel and promising approach to space elevator technology. However, further research and development are needed to address technical challenges and feasibility issues before this concept can be realized.",True,1
Second and higher-order quasi-normal modes in binary black hole mergers,"  Black hole (BH) oscillations known as quasi-normal modes (QNMs) are one of
the most important gravitational wave (GW) sources. We propose that higher
perturbative order of QNMs, generated by nonlinear gravitational interaction
near the BHs, are detectable and worth searching for in observations and
simulations of binary BH mergers. We calculate the metric perturbations to
second-order and explicitly regularize the master equation at the horizon and
spatial infinity. We find that the second-order QNMs have frequencies twice the
first-order ones and the GW amplitude is up to ~10% that of the first-order
one. The QNM frequency would also shift blueward up to ~1%. This provides a new
test of general relativity as well as a possible distance indicator.
",False,0
Second and higher-order quasi-normal modes in binary black hole mergers,"The study of quasi-normal modes in binary black hole mergers is an area of active research due to its potential for detecting gravitational waves. In this paper, we investigate the existence of second and higher-order quasi-normal modes in binary black hole mergers using numerical simulations. Our results show that these modes do indeed exist, and that they can provide valuable information about the properties of the black holes involved in the merger. In particular, we find that the frequencies of these modes are sensitive to the spin of the black holes, providing a new avenue for studying these important astrophysical objects. These findings have important implications for the future detection and analysis of gravitational waves, as well as for our understanding of the dynamics of black hole mergers.",True,1
The enumeration of maximally clustered permutations,"  The maximally clustered permutations are characterized by avoiding the
classical permutation patterns 3421, 4312, and 4321. This class contains the
freely-braided permutations and the fully-commutative permutations. In this
work, we show that the generating functions for certain fully-commutative
pattern classes can be transformed to give generating functions for the
corresponding freely-braided and maximally clustered pattern classes. Moreover,
this transformation of generating functions is rational. As a result, we obtain
enumerative formulas for the pattern classes mentioned above as well as the
corresponding hexagon-avoiding pattern classes where the hexagon-avoiding
permutations are characterized by avoiding 46718235, 46781235, 56718234, and
56781234.
",False,0
The enumeration of maximally clustered permutations,"This research paper presents a new algorithm for enumerating maximally clustered permutations, which are permutations that have the maximum number of monotone subsequences. The algorithm is based on a recursive decomposition of permutations into simpler structures, and it has a time complexity of O(n^4) and a space complexity of O(n^3). The paper also provides a detailed analysis of the algorithm and its properties, including a proof that it generates all maximally clustered permutations. The algorithm is implemented in a computer program, and experiments show that it is efficient and scalable for large values of n. The paper concludes by discussing some applications of maximally clustered permutations in various fields of mathematics and computer science.",True,1
Radiative properties of a linear chain of coupled qubits,"  We calculate the radiative properties for a linear dipole-coupled chain of
qubits. Using the explicit energy eigenstates of the system, we find the
radiation patterns for spontaneous transitions from the one-photon eigenstates
to the ground state of the system. We show that depending on the excitation of
a specific atom, the radiation tends to be focused either along or
perpendicular to the chain. We conclude with a derivation of the total decay
rate of the one-photon eigenstates, and find the interesting result that for
systems where the photon wavenumber is not much larger than the interatomic
spacing, up to 94% of the eigenstates are subradiant, that is, they decay
significantly slower than a single atom in isolation.
",False,0
Radiative properties of a linear chain of coupled qubits,"The research paper titled ""Radiative Properties of a Linear Chain of Coupled Qubits"" explores the behavior of a collection of coupled qubits when subjected to external radiation. The paper focuses on the radiative properties of the qubits, including their emission and absorption rates, as well as the coherence of the emitted radiation. The study uses numerical simulations to investigate the behavior of a linear chain of identical qubits, with the results indicating that the radiative properties of the chain are strongly dependent on the coupling strength between the qubits. The paper concludes that the coherence of the emitted radiation can be significantly enhanced by controlling the coupling strength between the qubits, which could have important implications for the development of future quantum technologies.",True,1
Towards observable signatures of other bubble universes,"  We evaluate the possibility of observable effects arising from collisions
between vacuum bubbles in a universe undergoing false-vacuum eternal inflation.
Contrary to conventional wisdom, we find that under certain assumptions most
positions inside a bubble should have access to a large number of collision
events. We calculate the expected number and angular size distribution of such
collisions on an observer's ""sky,"" finding that for typical observers the
distribution is anisotropic and includes many bubbles, each of which will
affect the majority of the observer's sky. After a qualitative discussion of
the physics involved in collisions between arbitrary bubbles, we evaluate the
implications of our results, and outline possible detectable effects. In an
optimistic sense, then, the present paper constitutes a first step in an
assessment of the possible effects of other bubble universes on the cosmic
microwave background and other observables.
",False,0
Towards observable signatures of other bubble universes,"The research paper titled ""Towards observable signatures of other bubble universes"" explores the possibility of detecting other universes beyond our own. The paper argues that if our universe is just one of many bubbles in a larger multiverse, there should be some observable consequences that could be detected. The authors propose several possible methods for detecting these signatures, including looking for variations in the cosmic microwave background radiation and searching for evidence of collisions between our universe and others. The paper concludes that while detecting other universes is a challenging task, the search for observable signatures is an important direction for future research in cosmology.",True,1
"Missing Data: A Comparison of Neural Network and Expectation
  Maximisation Techniques","  The estimation of missing input vector elements in real time processing
applications requires a system that possesses the knowledge of certain
characteristics such as correlations between variables, which are inherent in
the input space. Computational intelligence techniques and maximum likelihood
techniques do possess such characteristics and as a result are important for
imputation of missing data. This paper compares two approaches to the problem
of missing data estimation. The first technique is based on the current state
of the art approach to this problem, that being the use of Maximum Likelihood
(ML) and Expectation Maximisation (EM. The second approach is the use of a
system based on auto-associative neural networks and the Genetic Algorithm as
discussed by Adbella and Marwala3. The estimation ability of both of these
techniques is compared, based on three datasets and conclusions are made.
",False,0
"Missing Data: A Comparison of Neural Network and Expectation
  Maximisation Techniques","This research paper aims to compare two popular techniques for handling missing data in machine learning: neural network and expectation maximization (EM). The study will explore the strengths and weaknesses of each approach and evaluate their performance in terms of accuracy, computational efficiency, and scalability. The paper will also investigate how these techniques can be applied in real-world scenarios and provide recommendations for selecting the most appropriate approach based on the specific characteristics of the dataset and the research objectives. Ultimately, this research will contribute to a better understanding of missing data handling techniques and provide valuable insights for researchers and practitioners in the field of machine learning.",True,1
"Isolated sub-100-attosecond pulse generation via controlling electron
  dynamics","  A new method to coherently control the electron dynamics is proposed using a
few-cycle laser pulse in combination with a controlling field. It is shown that
this method not only broadens the attosecond pulse bandwidth, but also reduces
the chirp, then an isolated 80-as pulse is straightforwardly obtained and even
shorter pulse is achievable by increasing the intensity of the controlling
field. Such ultrashort pulses allow one to investigate ultrafast electronic
processes which have never be achieved before. In addition, the few-cycle
synthesized pulse is expected to manipulate a wide range of laser-atom
interactions.
",False,0
"Isolated sub-100-attosecond pulse generation via controlling electron
  dynamics","This research paper presents a novel method for generating isolated sub-100-attosecond pulses by controlling electron dynamics. The method involves using a two-color laser field to ionize an atom and then drive the resulting electron wave packet back towards the ion core, where it interacts with the residual ion potential to produce high-energy harmonics. By carefully adjusting the laser parameters and the ionization time, the researchers were able to produce isolated attosecond pulses with durations as short as 70 attoseconds. The results of this study provide a promising pathway towards the development of ultrafast light sources for a wide range of applications in materials science, chemistry, and biology.",True,1
Transient X-ray Emission from Normal Galactic Nuclei,"  X-ray transients appeared in optically non-active galactic nuclei have been
observed in recent years. The most popular model explaining this kind of
phenomena is the conventional tidal disruption model. In this model, when a
star moves within the tidal radius of a black hole, part of the star materials
will fall into the black hole through an accretion disk, which gives rise to
the luminous flare. We propose that the X-ray emission may not necessarily come
from radiation of the accretion disk alone. Instead, it may be related to a
jet. As the jet travels in the interstellar medium, a shock is produced and
synchrotron radiation is expected. We compared the model light curve and the
synchrotron radiation spectrum with the observed data, and find that our model
explains the observed light curve and late-time spectrum well. Our model
predicts that these transient active galactic nuclei could be sources of the
future gamma-ray satellites, e.g. GLAST and the emission region will be
expanding with time.
",False,0
Transient X-ray Emission from Normal Galactic Nuclei,"This research paper investigates the transient X-ray emission from normal galactic nuclei using data from the Chandra X-ray Observatory. The study finds evidence of X-ray flares from several galaxies, indicating the presence of accretion onto supermassive black holes. The data also suggests that the flares are caused by changes in the accretion flow rather than variations in the intrinsic emission from the black hole. These findings have important implications for our understanding of the physics of accretion and black hole feeding in galactic nuclei.",True,1
On the MHD load and the MHD metage,"  In analogy with the load and the metage in hydrodynamics, we define
magnetohydrodynamic load and magnetohydrodynamic metage in the case of
magnetofluids. They can be used to write the magnetic field in MHD in Clebsch's
form. We show how these two concepts can be utilised to derive the magnetic
analogue of the Ertel's theorem and also, how in the presence of non-trivial
topology of the magnetic field in the magnetofluid one may associate the
linking number of the magnetic field lines with the invariant MHD loads. The
paper illustrates that the symmetry translation of the MHD metage in the
corresponding label space generates the conservation of cross helicity.
",False,0
"Collective oscillations of a Bose-Fermi mixture: Effect of unequal mass
  of Bose and Fermi particles","  We investigate the effect of different mass of a Bose- and a Fermi-particle
on the collective oscillations of the degenerate boson-fermion mixtures. In
particular we consider the monopole and the quadrupole modes of the
oscillations and study their characters and the frequencies by using
variational-sum-rule approach. We find that for both the modes there exists a
critical value of the ratio of boson-fermion mass below and above which the
character and the frequency of the respective modes are significantly
different.
",False,0
A Simple Optical Analysis of Gravitational Lensing,"  We analyzed the influence of static gravitational field on the vacuum and
proposed the concept of inhomogeneous vacuum. According to the corresponding
Fermat's principle in the general relativity, we derived a graded refractive
index of vacuum in a static gravitational field. We found that the light
deflection in a gravitational field can be calculated correctly with the use of
this refractive index and therefore the gravitational lensing can be treated
conveniently with the optical method. For illustration, we simulated the
imaging of gravitational lensing, figured out the time delay between the two
images and calculated the lens mass in a conventional optical way.
",False,0
A Simple Optical Analysis of Gravitational Lensing,"The research paper titled ""A Simple Optical Analysis of Gravitational Lensing"" explores the phenomenon of gravitational lensing. The main subject of the paper is to analyze the optical effects of gravitational lensing on light by demonstrating a simple model. The study shows that the lensing effect can be explained by using the laws of geometric optics, and the focal length of the lens can be calculated by measuring the distance between the observer, the lens, and the source. The essential findings of the research highlight the importance of gravitational lensing in astrophysics and cosmology. The paper concludes that understanding the phenomenon of gravitational lensing can lead to a better understanding of the universe's structure and evolution.",True,1
"An iterative method to compute the sign function of a non-Hermitian
  matrix and its application to the overlap Dirac operator at nonzero chemical
  potential","  The overlap Dirac operator in lattice QCD requires the computation of the
sign function of a matrix. While this matrix is usually Hermitian, it becomes
non-Hermitian in the presence of a quark chemical potential. We show how the
action of the sign function of a non-Hermitian matrix on an arbitrary vector
can be computed efficiently on large lattices by an iterative method. A Krylov
subspace approximation based on the Arnoldi algorithm is described for the
evaluation of a generic matrix function. The efficiency of the method is
spoiled when the matrix has eigenvalues close to a function discontinuity. This
is cured by adding a small number of critical eigenvectors to the Krylov
subspace, for which we propose two different deflation schemes. The ensuing
modified Arnoldi method is then applied to the sign function, which has a
discontinuity along the imaginary axis. The numerical results clearly show the
improved efficiency of the method. Our modification is particularly effective
when the action of the sign function of the same matrix has to be computed many
times on different vectors, e.g., if the overlap Dirac operator is inverted
using an iterative method.
",False,0
"An iterative method to compute the sign function of a non-Hermitian
  matrix and its application to the overlap Dirac operator at nonzero chemical
  potential","The paper focuses on developing an iterative method for computing the sign function of a non-Hermitian matrix. The sign function is an important mathematical concept in physics and engineering, and it is used in various applications, including the overlap Dirac operator at nonzero chemical potential. The authors of the paper propose a new iterative algorithm based on polynomial approximations to efficiently compute the sign function of a non-Hermitian matrix. They demonstrate the effectiveness of their method by applying it to the overlap Dirac operator at nonzero chemical potential and analyzing the results. The paper concludes that the proposed iterative method is a promising approach for efficiently computing the sign function of non-Hermitian matrices in various applications.",True,1
Quantum Hall Effect in a Graphene p-n Junction,"  We report on the fabrication and transport studies of a single-layer graphene
p-n junction. Carrier type and density in two adjacent regions are individually
controlled by electrostatic gating using a local top gate and a global back
gate. A functionalized Al203 oxide that adheres to graphene and does not
significantly affect its electronic properties is described. Measurements in
the quantum Hall regime reveal new plateaus of two-terminal conductance across
the junction at 1 and 3/2 times the quantum of conductance, e2/h, consistent
with theory.
",False,0
Quantum Hall Effect in a Graphene p-n Junction,"The research paper titled ""Quantum Hall Effect in a Graphene p-n Junction"" focuses on the study of the quantum Hall effect in a p-n junction of graphene. The central theme of the paper is to understand the behavior of electrons in a p-n junction when subjected to a magnetic field. The paper presents experimental results that demonstrate the quantization of the Hall resistance in a graphene p-n junction.
The researchers found that when a magnetic field is applied to the graphene p-n junction, the Hall resistance shows quantized plateaus at specific values, which indicates the presence of a quantized energy spectrum. The researchers also observed the formation of additional plateaus with increasing magnetic field, which is consistent with the theoretical predictions for the quantum Hall effect.
The paper concludes that the quantum Hall effect can be observed in a graphene p-n junction, which can provide a platform for the study of topological states and quantum transport in graphene. The findings of this study may have significant implications for the development of graphene-based electronic devices.",True,1
